order_id,customer_id,order_date,amount
ORD000162,CUST49,2023-06-02,72.7
ORD000163,CUST26,2023-09-07,171.05
ORD000164,CUST33,2023-06-12,458.69
ORD000165,CUST6,2023-06-25,66.09
ORD000166,CUST25,2023-05-07,222.45
ORD000167,CUST8,2023-05-27,145.09
ORD000168,CUST18,2023-12-05,116.97
ORD000169,CUST40,2023-08-05,163.99
ORD000170,CUST34,2023-10-16,247.22
ORD000171,CUST43,2023-09-19,383.28
ORD000172,CUST28,2023-10-18,177.23
ORD000173,CUST4,2023-08-18,247.91
ORD000174,CUST50,2023-09-21,237.84
ORD000175,CUST15,2023-05-15,240.15
ORD000176,CUST26,2023-01-26,37.06
ORD000177,CUST46,2023-03-11,345.67
ORD000178,CUST40,2023-04-19,21.26
ORD000179,CUST12,2023-12-10,99.43
ORD000180,CUST36,2023-12-24,403.85
ORD000181,CUST12,2023-02-20,49.58
ORD000182,CUST36,2023-08-13,301.42
ORD000183,CUST33,2023-08-04,493.08
ORD000184,CUST21,2023-07-26,41.42
ORD000185,CUST48,2023-08-03,18.74
ORD000186,CUST27,2023-01-22,73.64
ORD000187,CUST10,2023-01-07,471.69
ORD000188,CUST27,2023-08-02,236.37
ORD000189,CUST22,2023-12-09,246.26
ORD000190,CUST45,2023-02-28,378.79
ORD000191,CUST11,2023-05-09,279.1
ORD000192,CUST39,2023-09-16,80.49
ORD000193,CUST26,2023-10-04,222.24
ORD000194,CUST15,2023-08-11,386.4
ORD000195,CUST36,2023-08-25,478.67
ORD000196,CUST17,2023-12-14,74.9
ORD000197,CUST43,2023-06-27,90.19
ORD000198,CUST30,2023-02-09,279.76
ORD000199,CUST16,2023-03-13,414.39
ORD000200,CUST49,2023-10-09,412.25
ORD000201,CUST6,2023-04-23,460.67
ORD000202,CUST27,2023-12-08,459.78
ORD000203,CUST24,2023-02-16,59.43
ORD000204,CUST29,2023-07-09,81.0
ORD000205,CUST32,2023-09-23,324.33
ORD000206,CUST23,2023-04-20,388.95
ORD000207,CUST32,2023-03-14,244.61
ORD000208,CUST6,2023-03-09,250.61
ORD000209,CUST22,2023-06-22,272.19
ORD000210,CUST24,2023-05-11,454.7
ORD000211,CUST9,2023-07-06,56.72
ORD000212,CUST40,2023-04-05,430.06
ORD000213,CUST25,2023-03-18,449.13
ORD000214,CUST25,2023-07-28,283.64
ORD000215,CUST48,2023-05-08,196.57
ORD000216,CUST22,2023-01-20,361.19
ORD000217,CUST36,2023-01-03,283.54
ORD000218,CUST41,2023-10-04,218.45
ORD000219,CUST48,2023-05-11,15.4
ORD000220,CUST40,2023-10-03,57.1
ORD000221,CUST4,2023-01-27,435.92
ORD000222,CUST38,2024-01-01,427.91
ORD000223,CUST1,2023-06-28,14.36
ORD000224,CUST10,2023-01-26,212.26
ORD000225,CUST20,2023-02-09,394.29
ORD000226,CUST2,2023-06-15,165.01
ORD000227,CUST19,2023-05-04,162.2
ORD000228,CUST48,2023-05-21,428.86
ORD000229,CUST5,2023-01-19,346.71
ORD000230,CUST8,2023-11-03,135.39
ORD000231,CUST20,2023-11-02,334.68
ORD000232,CUST19,2023-05-18,214.07
ORD000233,CUST32,2023-11-13,452.79
ORD000234,CUST35,2023-10-31,184.52
ORD000235,CUST10,2023-06-13,362.74
ORD000236,CUST30,2023-04-06,125.75
ORD000237,CUST34,2023-01-05,382.52
ORD000238,CUST44,2023-02-24,485.59
ORD000239,CUST2,2023-10-31,407.19
ORD000240,CUST47,2023-02-14,483.32
ORD000241,CUST21,2023-07-15,454.06
ORD000242,CUST21,2023-03-27,247.89
ORD000243,CUST35,2023-02-13,201.46
ORD000244,CUST37,2023-01-21,479.28
ORD000245,CUST3,2023-05-02,382.17
ORD000246,CUST47,2023-08-25,341.33
ORD000247,CUST22,2023-10-20,99.61
ORD000248,CUST25,2023-07-21,234.77
ORD000249,CUST4,2023-06-15,170.36
ORD000250,CUST44,2023-09-08,290.19
ORD000251,CUST15,2023-11-05,291.39
ORD000252,CUST50,2023-11-11,308.21
ORD000253,CUST25,2023-09-06,108.9
ORD000254,CUST36,2023-03-20,28.77
ORD000255,CUST13,2023-06-20,200.08
ORD000256,CUST8,2023-07-19,400.6
ORD000257,CUST30,2023-08-12,71.51
ORD000258,CUST50,2023-08-07,349.55
ORD000259,CUST1,2023-10-04,459.89
ORD000260,CUST34,2023-08-23,447.95
ORD000261,CUST24,2023-07-30,44.65
ORD000262,CUST50,2023-04-25,302.1
ORD000263,CUST4,2023-07-12,57.64
ORD000264,CUST5,2023-04-06,246.81
ORD000265,CUST34,2023-05-10,270.85
ORD000266,CUST40,2023-05-27,171.42
ORD000267,CUST9,2023-04-03,122.29
ORD000268,CUST34,2023-01-28,305.26
ORD000269,CUST42,2023-10-26,343.57
ORD000270,CUST44,2023-08-09,184.76
ORD000271,CUST27,2023-09-21,169.46
ORD000272,CUST8,2023-02-20,322.26
ORD000273,CUST23,2023-01-16,348.92
ORD000274,CUST25,2023-05-15,345.74
ORD000275,CUST17,2023-06-19,314.32
ORD000276,CUST17,2023-04-08,44.4
ORD000277,CUST39,2023-05-07,267.51
ORD000278,CUST44,2023-09-04,496.22
ORD000279,CUST2,2023-04-05,175.76
ORD000280,CUST4,2023-05-29,150.85
ORD000281,CUST5,2023-01-23,258.8
ORD000282,CUST48,2023-08-10,55.25
ORD000283,CUST4,2023-05-04,128.26
ORD000284,CUST47,2023-12-08,359.13
ORD000285,CUST17,2023-11-21,434.67
ORD000286,CUST20,2023-05-28,139.49
ORD000287,CUST18,2023-12-04,39.51
ORD000288,CUST18,2023-06-07,250.19
ORD000289,CUST6,2023-12-24,118.9
ORD000290,CUST33,2023-02-13,334.84
ORD000291,CUST28,2023-08-16,400.32
ORD000292,CUST30,2023-12-10,44.84
ORD000293,CUST26,2023-06-10,360.04
ORD000294,CUST20,2023-05-13,408.45
ORD000295,CUST38,2023-11-23,198.29
ORD000296,CUST40,2023-07-28,273.31
ORD000297,CUST16,2023-09-29,146.71
ORD000298,CUST40,2023-01-03,393.84
ORD000299,CUST6,2023-03-02,66.5
ORD000300,CUST27,2023-04-06,348.1
ORD000301,CUST2,2023-03-25,326.2
ORD000302,CUST17,2023-08-18,55.08
ORD000303,CUST12,2023-03-28,109.36
ORD000304,CUST5,2023-01-09,226.44
ORD000305,CUST20,2023-05-04,159.61
ORD000306,CUST13,2023-04-08,122.93
ORD000307,CUST30,2023-09-17,344.52
ORD000308,CUST20,2023-09-11,141.95
ORD000309,CUST30,2023-07-25,53.03
ORD000310,CUST12,2023-06-14,299.01
ORD000311,CUST16,2023-09-29,103.7
ORD000312,CUST5,2023-07-14,325.99
ORD000313,CUST48,2023-08-21,348.21
ORD000314,CUST43,2024-01-01,381.14
ORD000315,CUST35,2023-11-21,259.07
ORD000316,CUST46,2023-08-24,175.17
ORD000317,CUST11,2023-09-26,192.25
ORD000318,CUST5,2023-12-22,58.28
ORD000319,CUST13,2023-07-20,125.91
ORD000320,CUST38,2023-07-31,383.81
ORD000321,CUST49,2023-03-24,125.16
ORD000322,CUST32,2024-01-01,87.31
ORD000323,CUST19,2023-12-13,117.78
ORD000324,CUST16,2023-08-21,390.42
ORD000325,CUST31,2023-10-15,174.78
ORD000326,CUST1,2023-05-08,469.29
ORD000327,CUST3,2023-03-27,224.68
ORD000328,CUST12,2023-09-29,137.69
ORD000329,CUST11,2023-11-01,48.54
ORD000330,CUST10,2023-03-17,402.99
ORD000331,CUST40,2023-04-05,378.41
ORD000332,CUST48,2023-12-24,249.35
ORD000333,CUST46,2023-09-13,92.17
ORD000334,CUST31,2023-02-24,69.73
ORD000335,CUST32,2023-03-19,398.01
ORD000336,CUST24,2023-06-09,159.27
ORD000337,CUST50,2023-06-10,73.41
ORD000338,CUST15,2023-01-07,35.27
ORD000339,CUST38,2023-09-02,482.8
ORD000340,CUST14,2023-09-07,173.87
ORD000341,CUST16,2023-03-18,411.27
ORD000342,CUST35,2023-03-24,472.57
ORD000343,CUST17,2023-08-10,70.0
ORD000344,CUST12,2023-04-24,93.01
ORD000345,CUST17,2023-02-17,197.19
ORD000346,CUST5,2023-02-16,327.8
ORD000347,CUST22,2023-06-29,55.84
ORD000348,CUST17,2023-05-31,458.64
ORD000349,CUST7,2023-09-02,218.22
ORD000350,CUST25,2023-09-21,278.76
ORD000351,CUST43,2023-01-11,129.94
ORD000352,CUST41,2023-05-29,499.27
ORD000353,CUST31,2023-03-10,416.99
ORD000354,CUST23,2023-06-28,122.1
ORD000355,CUST6,2023-12-20,17.26
ORD000356,CUST7,2023-11-03,135.12
ORD000357,CUST26,2023-01-30,273.04
ORD000358,CUST4,2023-07-31,265.31
ORD000359,CUST44,2023-08-14,10.91
ORD000360,CUST23,2023-05-21,227.41
ORD000361,CUST46,2023-03-31,36.45
ORD000362,CUST30,2023-12-03,304.9
ORD000363,CUST50,2023-03-10,245.04
ORD000364,CUST9,2023-01-05,177.48
ORD000365,CUST3,2023-12-14,401.83
ORD000366,CUST35,2023-04-01,106.71
ORD000367,CUST9,2023-02-11,53.88
ORD000368,CUST18,2023-01-19,425.04
ORD000369,CUST5,2023-11-24,319.0
ORD000370,CUST46,2023-01-21,249.22
ORD000371,CUST22,2023-05-16,450.26
ORD000372,CUST44,2023-10-25,347.42
ORD000373,CUST43,2023-10-13,325.88
ORD000374,CUST3,2023-10-19,59.6
ORD000375,CUST36,2023-06-01,492.61
ORD000376,CUST4,2023-05-09,350.02
ORD000377,CUST13,2023-08-26,208.88
ORD000378,CUST13,2023-11-30,366.38
ORD000379,CUST24,2023-05-10,238.07
ORD000380,CUST38,2023-05-10,487.54
ORD000381,CUST20,2023-09-15,241.28
ORD000382,CUST6,2023-01-26,414.46
ORD000383,CUST30,2023-01-07,188.86
ORD000384,CUST29,2023-05-07,17.93
ORD000385,CUST3,2023-04-23,265.86
ORD000386,CUST40,2023-06-12,328.05
ORD000387,CUST44,2023-03-14,218.21
ORD000388,CUST23,2023-05-05,114.77
ORD000389,CUST47,2023-11-07,474.11
ORD000390,CUST13,2023-05-31,258.71
ORD000391,CUST45,2023-08-23,173.6
ORD000392,CUST39,2023-07-29,210.83
ORD000393,CUST38,2023-11-15,129.01
ORD000394,CUST50,2023-02-09,242.08
ORD000395,CUST31,2023-10-13,485.15
ORD000396,CUST16,2023-02-02,211.91
ORD000397,CUST38,2023-03-14,141.89
ORD000398,CUST1,2023-10-10,432.35
ORD000399,CUST1,2023-12-20,181.07
ORD000400,CUST23,2023-05-26,454.38
ORD000401,CUST14,2023-06-11,259.21
ORD000402,CUST34,2023-02-15,97.36
ORD000403,CUST31,2023-11-19,415.37
ORD000404,CUST16,2023-06-22,235.69
ORD000405,CUST33,2023-03-28,204.0
ORD000406,CUST37,2023-07-04,288.35
ORD000407,CUST18,2023-12-25,146.65
ORD000408,CUST48,2023-07-06,206.78
ORD000409,CUST31,2023-09-03,157.26
ORD000410,CUST47,2023-09-15,327.46
ORD000411,CUST1,2023-11-06,209.64
ORD000412,CUST20,2023-02-16,130.98
ORD000413,CUST45,2023-08-22,56.77
ORD000414,CUST45,2023-06-14,120.38
ORD000415,CUST44,2023-07-25,283.08
ORD000416,CUST50,2023-05-11,326.14
ORD000417,CUST35,2023-01-28,388.46
ORD000418,CUST35,2023-05-29,70.47
ORD000419,CUST16,2023-09-04,412.06
ORD000420,CUST2,2023-09-10,346.3
ORD000421,CUST14,2023-09-21,117.26
ORD000422,CUST2,2023-01-26,264.53
ORD000423,CUST7,2023-03-02,370.22
ORD000424,CUST11,2023-11-16,491.7
ORD000425,CUST47,2023-10-16,461.54
ORD000426,CUST37,2023-04-03,90.16
ORD000427,CUST48,2023-04-30,374.87
ORD000428,CUST29,2023-05-26,381.4
ORD000429,CUST9,2023-06-18,43.65
ORD000430,CUST5,2023-11-16,112.42
ORD000431,CUST8,2023-03-23,91.89
ORD000432,CUST45,2023-02-25,452.03
ORD000433,CUST23,2023-09-20,363.97
ORD000434,CUST4,2023-08-21,264.22
ORD000435,CUST42,2023-01-13,359.86
ORD000436,CUST29,2023-01-18,224.47
ORD000437,CUST6,2023-02-02,19.67
ORD000438,CUST31,2023-11-11,370.68
ORD000439,CUST23,2023-04-29,66.46
ORD000440,CUST6,2023-01-21,412.62
ORD000441,CUST39,2023-03-09,399.9
ORD000442,CUST12,2023-12-30,214.59
ORD000443,CUST22,2023-03-06,280.18
ORD000444,CUST2,2023-10-30,281.63
ORD000445,CUST15,2023-11-18,196.74
ORD000446,CUST33,2023-05-25,30.84
ORD000447,CUST41,2023-07-06,111.69
ORD000448,CUST15,2023-08-04,491.82
ORD000449,CUST14,2023-09-14,392.84
ORD000450,CUST23,2023-09-07,414.63
ORD000451,CUST1,2023-09-09,164.58
ORD000452,CUST11,2023-11-23,206.96
ORD000453,CUST22,2023-11-06,272.81
ORD000454,CUST3,2023-08-13,168.99
ORD000455,CUST15,2023-06-07,192.22
ORD000456,CUST21,2023-12-18,456.1
ORD000457,CUST31,2023-03-08,280.24
ORD000458,CUST29,2023-02-07,240.48
ORD000459,CUST1,2023-11-02,219.77
ORD000460,CUST46,2023-09-09,458.8
ORD000461,CUST45,2023-01-17,233.93
ORD000462,CUST25,2023-05-14,128.59
ORD000463,CUST10,2023-05-27,339.75
ORD000464,CUST15,2023-01-02,209.97
ORD000465,CUST48,2023-06-09,226.14
ORD000466,CUST13,2023-03-27,364.68
ORD000467,CUST38,2023-03-26,220.16
ORD000468,CUST39,2023-01-26,112.77
ORD000469,CUST48,2023-08-14,481.4
ORD000470,CUST23,2023-05-30,249.68
ORD000471,CUST41,2023-07-06,134.78
ORD000472,CUST7,2023-08-22,446.36
ORD000473,CUST29,2023-01-13,453.53
ORD000474,CUST39,2023-06-11,259.43
ORD000475,CUST11,2023-03-22,66.01
ORD000476,CUST40,2023-10-15,326.18
ORD000477,CUST19,2023-01-11,182.37
ORD000478,CUST9,2023-08-23,337.66
ORD000479,CUST21,2023-04-29,211.36
ORD000480,CUST38,2023-01-13,268.09
ORD000481,CUST32,2023-05-31,216.59
ORD000482,CUST6,2023-02-09,333.36
ORD000483,CUST26,2023-10-04,68.56
ORD000484,CUST4,2023-09-16,370.68
ORD000485,CUST35,2023-01-25,315.54
ORD000486,CUST1,2023-05-03,475.88
ORD000487,CUST34,2023-10-07,205.3
ORD000488,CUST36,2023-11-03,314.99
ORD000489,CUST42,2023-03-05,252.55
ORD000490,CUST45,2023-10-04,230.05
ORD000491,CUST5,2023-09-15,386.63
ORD000492,CUST2,2023-01-26,13.47
ORD000493,CUST41,2023-10-19,378.44
ORD000494,CUST20,2023-09-05,153.46
ORD000495,CUST1,2023-07-01,118.31
ORD000496,CUST3,2023-03-05,89.4
ORD000497,CUST18,2023-09-08,366.94
ORD000498,CUST7,2023-12-24,150.73
ORD000499,CUST50,2023-03-29,370.06
ORD000500,CUST49,2023-02-18,103.95
ORD000501,CUST46,2023-01-19,495.7
ORD000502,CUST18,2023-04-19,75.18
ORD000503,CUST18,2023-01-07,312.02
ORD000504,CUST36,2023-09-14,254.2
ORD000505,CUST1,2023-10-21,138.78
ORD000506,CUST37,2023-09-16,480.04
ORD000507,CUST7,2023-08-18,491.75
ORD000508,CUST36,2023-07-14,126.71
ORD000509,CUST37,2023-03-05,428.09
ORD000510,CUST4,2023-12-22,329.15
ORD000511,CUST7,2023-12-23,151.7
ORD000512,CUST25,2023-08-19,94.2
ORD000513,CUST20,2023-05-06,363.76
ORD000514,CUST42,2023-07-06,39.97
ORD000515,CUST36,2023-02-15,445.96
ORD000516,CUST39,2023-07-25,344.92
ORD000517,CUST4,2023-03-19,141.1
ORD000518,CUST5,2023-06-16,246.74
ORD000519,CUST49,2023-12-31,346.57
ORD000520,CUST43,2023-05-30,274.8
ORD000521,CUST50,2023-10-15,178.11
ORD000522,CUST50,2023-05-10,230.29
ORD000523,CUST6,2023-06-06,201.07
ORD000524,CUST29,2023-02-05,75.61
ORD000525,CUST42,2023-09-19,66.22
ORD000526,CUST13,2023-10-13,336.17
ORD000527,CUST21,2023-12-26,422.26
ORD000528,CUST40,2023-07-16,281.66
ORD000529,CUST20,2023-08-12,359.0
ORD000530,CUST1,2023-11-04,407.57
ORD000531,CUST12,2023-04-23,283.88
ORD000532,CUST47,2023-11-13,473.92
ORD000533,CUST30,2023-09-26,390.03
ORD000534,CUST42,2023-03-08,112.52
ORD000535,CUST36,2023-05-03,257.07
ORD000536,CUST18,2023-03-26,42.26
ORD000537,CUST28,2023-03-12,396.04
ORD000538,CUST23,2023-03-01,301.83
ORD000539,CUST14,2023-05-16,449.09
ORD000540,CUST3,2023-08-21,224.21
ORD000541,CUST44,2023-05-04,495.85
ORD000542,CUST34,2023-03-25,114.97
ORD000543,CUST39,2023-09-12,229.49
ORD000544,CUST34,2023-06-01,402.17
ORD000545,CUST43,2023-05-01,421.41
ORD000546,CUST37,2023-01-21,116.19
ORD000547,CUST18,2023-02-28,213.14
ORD000548,CUST41,2023-12-25,349.98
ORD000549,CUST32,2023-01-04,314.77
ORD000550,CUST33,2023-11-09,275.97
ORD000551,CUST5,2023-03-07,178.97
ORD000552,CUST44,2023-07-23,395.45
ORD000553,CUST29,2023-08-20,307.41
ORD000554,CUST15,2023-11-09,231.34
ORD000555,CUST18,2023-11-19,82.15
ORD000556,CUST5,2023-03-14,317.56
ORD000557,CUST4,2023-10-01,131.38
ORD000558,CUST18,2023-12-25,163.53
ORD000559,CUST17,2023-11-29,91.85
ORD000560,CUST42,2023-11-27,407.36
ORD000561,CUST49,2023-09-09,454.71
ORD000562,CUST41,2023-03-04,470.63
ORD000563,CUST6,2023-08-10,331.81
ORD000564,CUST14,2023-04-06,111.32
ORD000565,CUST11,2023-03-26,111.05
ORD000566,CUST18,2023-06-13,259.61
ORD000567,CUST43,2023-12-24,343.7
ORD000568,CUST37,2023-09-15,495.77
ORD000569,CUST13,2023-12-13,135.37
ORD000570,CUST31,2023-08-14,281.98
ORD000571,CUST50,2023-10-05,387.44
ORD000572,CUST2,2023-03-05,141.15
ORD000573,CUST21,2023-05-15,166.78
ORD000574,CUST45,2023-08-24,446.04
ORD000575,CUST46,2023-01-18,136.75
ORD000576,CUST2,2023-07-10,392.25
ORD000577,CUST49,2023-06-23,18.68
ORD000578,CUST23,2023-01-04,236.32
ORD000579,CUST26,2023-02-17,493.54
ORD000580,CUST43,2023-03-24,479.34
ORD000581,CUST3,2023-05-18,380.04
ORD000582,CUST49,2023-10-24,335.12
ORD000583,CUST36,2023-12-24,170.5
ORD000584,CUST8,2023-11-06,270.12
ORD000585,CUST32,2023-10-02,119.54
ORD000586,CUST32,2023-06-02,183.93
ORD000587,CUST5,2023-03-28,197.71
ORD000588,CUST21,2023-05-08,166.12
ORD000589,CUST28,2023-08-21,232.59
ORD000590,CUST40,2023-03-15,446.04
ORD000591,CUST16,2023-11-20,85.58
ORD000592,CUST48,2023-04-28,125.99
ORD000593,CUST22,2023-02-25,239.6
ORD000594,CUST11,2023-08-29,402.68
ORD000595,CUST45,2023-03-19,409.75
ORD000596,CUST38,2023-08-25,103.99
ORD000597,CUST33,2023-10-12,468.49
ORD000598,CUST38,2023-11-29,361.27
ORD000599,CUST49,2023-02-21,85.72
ORD000600,CUST37,2023-08-30,350.08
ORD000601,CUST39,2023-12-12,357.49
ORD000602,CUST13,2023-02-25,122.19
ORD000603,CUST5,2023-07-31,346.06
ORD000604,CUST14,2023-08-23,63.58
ORD000605,CUST16,2023-09-22,432.79
ORD000606,CUST41,2023-08-11,364.44
ORD000607,CUST19,2023-09-16,52.66
ORD000608,CUST16,2023-04-22,185.13
ORD000609,CUST42,2023-05-21,362.4
ORD000610,CUST49,2023-08-12,135.17
ORD000611,CUST29,2023-11-28,115.73
ORD000612,CUST15,2023-03-20,395.38
ORD000613,CUST33,2023-12-09,146.07
ORD000614,CUST29,2023-06-08,172.88
ORD000615,CUST43,2023-07-30,301.7
ORD000616,CUST30,2023-12-14,58.24
ORD000617,CUST10,2023-05-02,247.61
ORD000618,CUST9,2023-07-09,416.92
ORD000619,CUST11,2023-04-09,371.93
ORD000620,CUST8,2023-02-25,466.53
ORD000621,CUST15,2023-09-28,320.32
ORD000622,CUST22,2023-01-29,233.8
ORD000623,CUST13,2023-02-24,468.22
ORD000624,CUST11,2023-09-18,399.26
ORD000625,CUST31,2023-03-26,196.65
ORD000626,CUST21,2023-01-14,15.42
ORD000627,CUST23,2023-09-15,142.95
ORD000628,CUST24,2023-03-04,97.85
ORD000629,CUST2,2023-11-09,385.45
ORD000630,CUST31,2023-06-11,64.91
ORD000631,CUST23,2023-02-22,38.79
ORD000632,CUST45,2023-09-10,293.36
ORD000633,CUST14,2023-02-10,407.58
ORD000634,CUST20,2023-07-04,393.53
