order_detail_id,order_id,product_id,quantity,subtotal
169556,957148,43313,4,87.84
912428,957148,4245,3,42.81
978705,941870,10539,5,37.6
858315,684169,54009,5,69.8
319826,249021,28132,1,9.6
142850,249021,98047,3,12.54
998516,249021,447,2,72.36
572377,249021,20181,3,65.79
442931,249021,91222,3,47.22
721240,758245,10743,1,16.92
14654,758245,29611,5,2002.35
866683,758245,81308,4,120.96
729801,758245,62414,5,211.55
298298,662351,20181,3,65.79
593045,662351,68100,5,261.85
656839,662351,87521,1,156.38
980783,662351,28135,4,462.28
350814,436776,10539,5,37.6
642540,436776,28132,3,28.8
801642,436776,16395,3,43.59
656705,436776,45871,1,12.17
666743,940317,87327,2,334.48
142947,940317,48410,4,11.72
6748,940317,50568,1,8.73
284913,940317,94098,3,17.73
46277,940317,77976,5,148.25
169146,725329,64132,1,192.07
506977,725329,4245,1,14.27
232882,725329,29611,3,1201.41
7767,725329,98047,4,16.72
984166,725329,21487,5,73.85
869770,725329,29611,5,2002.35
377640,725329,60016,4,37.28
900122,725329,28453,1,2.06
412333,725329,27096,1,16.29
978211,725329,13362,2,78.56
738275,213693,60016,4,37.28
199454,213693,1330,4,20.8
251590,315636,98047,2,8.36
949802,315636,22702,4,36.12
486913,787211,28132,1,9.6
374774,787211,54009,3,41.88
704551,787211,87327,3,501.72
703758,787211,4245,1,14.27
922915,223583,20181,2,43.86
689842,223583,48410,5,14.65
329757,223583,13362,1,39.28
934800,223583,87521,5,781.9
205190,223583,87521,5,781.9
100643,223583,54009,2,27.92
770272,223583,67419,3,6.39
47735,223583,85724,1,7.65
224788,223583,85663,1,8.37
56634,223583,16842,1,1.91
367590,717371,28132,3,28.8
115017,717371,31960,2,26.14
909577,717371,20181,2,43.86
894,717371,89443,3,52.59
876822,717371,565,1,1061.27
644936,717371,85663,5,41.85
286738,717371,89443,4,70.12
360696,717371,74528,2,269.64
573784,428094,89443,1,17.53
99230,428094,85724,3,22.95
27481,882300,89443,4,70.12
489776,882300,94885,3,48.42
48235,882300,94098,4,23.64
927768,882300,28135,5,577.85
743573,882300,45871,4,48.68
798124,882300,22702,2,18.06
111282,882300,67419,5,10.65
665120,882300,81552,2,5.84
705325,882300,90475,2,18.6
514622,715625,43313,5,109.8
409428,715625,78864,1,165.58
978779,715625,77976,3,88.95
48798,715625,21487,2,29.54
374256,715625,90475,5,46.5
938248,715625,21487,2,29.54
28572,715625,81552,4,11.68
891008,715625,22702,1,9.03
887186,715625,9617,1,18.43
55560,601163,64132,4,768.28
974037,601163,4245,3,42.81
330287,601163,74528,2,269.64
803253,601163,447,3,108.54
425451,601163,1330,4,20.8
947643,601163,9617,3,55.29
489058,601163,85663,1,8.37
354141,601163,81308,1,30.24
594299,601163,70707,4,41.6
492212,601163,10539,3,22.56
90459,82657,16842,3,5.73
889217,82657,64132,2,384.14
975027,82657,89443,2,35.06
668095,82657,50568,2,17.46
871659,82657,8565,2,27.0
711236,82657,85724,1,7.65
812560,82657,60016,5,46.6
928077,82657,67419,5,10.65
783971,82657,10539,3,22.56
597297,76940,60016,2,18.64
521311,76940,96317,4,49.12
844486,76940,87327,4,668.96
55692,76940,43313,1,21.96
683260,76940,447,4,144.72
496747,76940,12020,5,155.3
227806,76940,29611,3,1201.41
506211,76940,85663,3,25.11
603006,76940,85663,1,8.37
291801,76940,27096,2,32.58
675670,875813,89443,5,87.65
428201,875813,28132,3,28.8
242750,875813,70707,1,10.4
921832,823858,89443,3,52.59
814576,823858,87521,5,781.9
344135,927559,447,2,72.36
743511,927559,85663,4,33.48
492553,927559,13893,4,40.4
512865,927559,89443,1,17.53
924757,927559,1330,3,15.6
763,927559,62414,3,126.93
191339,927559,20181,4,87.72
780894,927559,85663,1,8.37
48654,872038,67419,3,6.39
202153,872038,10539,4,30.08
589630,872038,9617,4,73.72
732787,872038,565,3,3183.81
320423,872038,60016,4,37.28
726888,872038,565,5,5306.35
637570,872038,28132,2,19.2
809692,872038,78864,1,165.58
631563,872038,13893,3,30.3
982331,41326,12020,2,62.12
467944,41326,87521,3,469.14
276858,41326,78864,2,331.16
327178,41326,12020,3,93.18
902466,41326,21487,3,44.31
926424,41326,27096,1,16.29
937780,77449,85724,1,7.65
206558,77449,64132,2,384.14
654201,77449,4245,2,28.54
316610,77449,64132,5,960.35
770594,77449,78864,2,331.16
222679,77449,81552,3,8.76
832016,517444,50568,1,8.73
818412,517444,12020,1,31.06
540831,517444,28135,2,231.14
981786,517444,565,2,2122.54
453426,517444,89443,2,35.06
959272,517444,22702,5,45.15
601167,517444,22702,2,18.06
588545,517444,98047,4,16.72
64601,377385,10539,1,7.52
442602,377385,28453,4,8.24
193464,243965,62414,4,169.24
664766,243965,96317,2,24.56
803340,243965,85663,1,8.37
193603,243965,96317,3,36.84
987420,243965,90475,3,27.9
785673,243965,96317,4,49.12
452494,243965,27096,3,48.87
219579,851281,447,5,180.9
451050,851281,60016,2,18.64
70499,851281,21487,5,73.85
149302,851281,70707,3,31.2
516259,851281,13362,1,39.28
692188,851281,447,5,180.9
774839,851281,87327,3,501.72
981054,851281,16842,1,1.91
502372,851281,12020,3,93.18
779151,851281,28135,5,577.85
181976,401586,8565,4,54.0
324418,984110,85663,5,41.85
358847,154344,77976,3,88.95
519562,154344,70707,4,41.6
626517,154344,1330,2,10.4
340847,154344,447,1,36.18
63286,880682,28132,4,38.4
920124,475806,50568,2,17.46
696343,475806,50568,2,17.46
196054,354828,13893,5,50.5
708353,354828,1330,2,10.4
554314,682313,29611,2,800.94
10488,682313,13362,3,117.84
740499,682313,94885,4,64.56
479288,246058,50568,3,26.19
525993,246058,13362,4,157.12
478903,246058,31960,1,13.07
436514,246058,77976,5,148.25
969273,774259,27096,4,65.16
949623,703784,28453,4,8.24
148306,703784,94885,2,32.28
186411,703784,94098,3,17.73
819183,703784,10743,2,33.84
377502,703784,13893,4,40.4
779412,703784,96317,2,24.56
721892,578133,85663,4,33.48
735276,578133,94885,1,16.14
429020,578133,48410,5,14.65
198156,578133,1330,4,20.8
864454,578133,50568,1,8.73
24031,578133,13893,3,30.3
110953,578133,27096,2,32.58
116444,578133,28132,4,38.4
82002,578133,4245,4,57.08
719936,578133,98047,3,12.54
883985,349910,94885,5,80.7
65733,349910,22702,4,36.12
564197,349910,67419,2,4.26
388257,349910,20181,5,109.65
761469,349910,50568,5,43.65
717329,349910,20181,1,21.93
911067,349910,81308,4,120.96
477537,349910,81552,4,11.68
806296,349910,447,5,180.9
524133,481064,10743,1,16.92
975565,481064,89443,3,52.59
968619,481064,54009,4,55.84
574321,481064,62414,5,211.55
41597,481064,96317,5,61.4
946756,481064,37702,5,18.8
66124,481064,81552,1,2.92
64460,481064,13362,2,78.56
115668,481064,64132,2,384.14
448062,481064,13362,4,157.12
581068,894093,29611,3,1201.41
613921,894093,4245,5,71.35
630996,894093,87327,1,167.24
85474,894093,12020,2,62.12
658514,894093,96317,5,61.4
106376,894093,77976,1,29.65
134291,645297,45871,1,12.17
345805,645297,89443,4,70.12
174172,645297,94885,5,80.7
11033,645297,48410,4,11.72
108655,645297,29611,5,2002.35
531862,933892,37702,2,7.52
764677,933892,28135,4,462.28
124071,933892,89443,3,52.59
101269,933892,74528,2,269.64
888414,933892,94098,5,29.55
150251,933892,27096,1,16.29
538174,933892,29611,5,2002.35
326059,202124,54009,3,41.88
597785,549839,64132,3,576.21
478719,676203,87327,3,501.72
381249,676203,28135,2,231.14
23727,676203,60016,4,37.28
355039,676203,12020,2,62.12
343983,676203,60016,3,27.96
780726,676203,28453,3,6.18
718606,676203,45871,3,36.51
444548,676203,94098,1,5.91
468039,2979,54009,3,41.88
438895,2979,81308,4,120.96
540890,2979,21487,2,29.54
532612,135554,94098,1,5.91
949169,135554,10539,1,7.52
165009,135554,74528,3,404.46
831152,135554,62414,1,42.31
249396,416181,43313,1,21.96
727831,416181,64132,3,576.21
471933,416181,13893,3,30.3
583553,416181,85724,5,38.25
192182,958441,91222,3,47.22
930654,958441,12020,4,124.24
699393,958441,64132,1,192.07
684631,958441,78864,3,496.74
325422,958441,45871,4,48.68
871933,958441,78864,3,496.74
584226,958441,54009,3,41.88
477415,958441,91222,1,15.74
410071,958441,22702,3,27.09
827220,958441,50568,1,8.73
691708,973134,1330,2,10.4
424056,863090,67419,2,4.26
881857,863090,48410,5,14.65
112973,863090,447,4,144.72
476236,863090,96317,3,36.84
617418,863090,22702,3,27.09
389847,863090,54009,4,55.84
223219,863090,67419,4,8.52
775297,863090,16395,4,58.12
210270,863090,85663,2,16.74
44909,820735,85724,2,15.3
360808,820735,48410,1,2.93
859125,820735,28135,4,462.28
906699,820735,12020,3,93.18
958425,820735,90475,1,9.3
548584,820735,96317,1,12.28
799005,820735,87521,4,625.52
411312,820735,64132,4,768.28
644598,14342,22702,4,36.12
173160,132106,10539,3,22.56
646592,132106,50568,2,17.46
217407,132106,70707,1,10.4
750535,132106,78864,1,165.58
679869,132106,1330,5,26.0
316394,132106,10539,3,22.56
262297,132106,13362,1,39.28
691689,132106,91222,2,31.48
196372,744563,67419,4,8.52
819724,744563,98047,5,20.9
115639,744563,98047,4,16.72
176149,744563,565,2,2122.54
334388,744563,85663,3,25.11
356414,744563,78864,3,496.74
405132,337106,77976,1,29.65
817747,337106,43313,1,21.96
899871,337106,98047,3,12.54
419026,337106,90475,1,9.3
494536,337106,12020,2,62.12
174144,337106,89443,2,35.06
256554,337106,60016,1,9.32
980241,337106,9617,2,36.86
705922,337106,29611,4,1601.88
799852,337106,37702,5,18.8
858388,301438,10539,5,37.6
678678,301438,13893,5,50.5
165599,301438,48410,5,14.65
321483,301438,21487,3,44.31
441756,301438,20181,1,21.93
415100,301438,85663,1,8.37
15277,301438,37702,2,7.52
74426,301438,29611,3,1201.41
941851,301438,4245,1,14.27
650871,150252,28453,5,10.3
380908,150252,28132,1,9.6
395549,150252,28135,2,231.14
757940,150252,94098,5,29.55
226778,299211,78864,1,165.58
64466,299211,48410,5,14.65
162298,299211,16395,5,72.65
123052,299211,28135,4,462.28
284114,299211,89443,4,70.12
18497,299211,54009,2,27.92
103716,299211,12020,2,62.12
889528,299211,48410,5,14.65
906266,299211,67419,4,8.52
878884,818203,87521,2,312.76
621823,818203,10743,1,16.92
883390,818203,16842,2,3.82
26770,818203,565,3,3183.81
380396,818203,565,5,5306.35
867230,818203,45871,1,12.17
682779,818203,64132,4,768.28
565924,115885,87327,1,167.24
612985,115885,98047,1,4.18
218194,115885,70707,1,10.4
360639,115885,13362,5,196.4
704172,115885,60016,2,18.64
79974,115885,22702,3,27.09
129703,212174,16395,3,43.59
863059,212174,28135,4,462.28
367053,212174,60016,5,46.6
925667,212174,43313,2,43.92
608159,212174,94098,4,23.64
365007,212174,13893,4,40.4
917432,212174,12020,5,155.3
701857,212174,565,2,2122.54
481193,212174,50568,1,8.73
634097,652854,22702,2,18.06
387104,652854,85663,2,16.74
506989,652854,89443,5,87.65
187578,652854,89443,3,52.59
272139,652854,85663,3,25.11
685923,652854,78864,1,165.58
891575,652854,10743,2,33.84
751943,419109,74528,1,134.82
348495,419109,96317,1,12.28
525014,419109,96317,4,49.12
622429,419109,31960,5,65.35
641391,419109,27096,3,48.87
994255,419109,9617,1,18.43
140275,419109,98047,2,8.36
970944,419109,81552,1,2.92
324407,419109,85663,5,41.85
140069,419109,54009,1,13.96
868653,795866,565,1,1061.27
91658,795866,13362,1,39.28
683702,795866,12020,3,93.18
488289,795866,10743,1,16.92
980465,795866,68100,5,261.85
614094,795866,28135,3,346.71
631370,795866,1330,2,10.4
332789,795866,16395,5,72.65
652359,853645,28132,4,38.4
469964,853645,87327,2,334.48
72100,853645,89443,3,52.59
794188,853645,62414,4,169.24
637250,853645,68100,2,104.74
881080,853645,67419,5,10.65
254890,959973,94098,5,29.55
916515,715120,22702,5,45.15
459023,715120,12020,5,155.3
660115,715120,89443,2,35.06
74637,715120,12020,4,124.24
976344,715120,28132,3,28.8
56507,715120,77976,4,118.6
605201,715120,81552,2,5.84
699598,715120,87521,1,156.38
195072,715120,8565,4,54.0
693480,715120,9617,4,73.72
417061,313551,90475,4,37.2
613631,313551,43313,2,43.92
670187,313551,98047,2,8.36
59952,313551,98047,5,20.9
600914,313551,565,4,4245.08
769336,313551,90475,1,9.3
873424,313551,60016,2,18.64
535167,507,91222,3,47.22
215974,507,64132,4,768.28
113629,507,81308,2,60.48
50954,507,62414,4,169.24
159393,507,90475,1,9.3
540208,507,10539,4,30.08
337532,507,77976,1,29.65
566133,507,31960,5,65.35
312093,507,94885,4,64.56
360587,820963,70707,2,20.8
849782,820963,78864,4,662.32
925122,820963,9617,4,73.72
964893,820963,20181,3,65.79
703290,820963,29611,2,800.94
184031,820963,10539,3,22.56
291151,820963,94885,1,16.14
257394,820963,60016,3,27.96
249969,820963,21487,1,14.77
185043,434668,27096,1,16.29
678530,434668,54009,2,27.92
898798,434668,50568,5,43.65
232271,434668,45871,4,48.68
330611,434668,28132,3,28.8
967206,434668,54009,5,69.8
657066,153512,4245,4,57.08
529943,153512,31960,3,39.21
440300,486135,87521,5,781.9
215723,486135,28135,1,115.57
64968,486135,28135,2,231.14
839113,486135,37702,4,15.04
831219,486135,27096,1,16.29
317185,486135,94885,5,80.7
477763,137825,22702,4,36.12
133813,137825,10539,5,37.6
967632,137825,81308,1,30.24
877673,137825,98047,5,20.9
824582,137825,45871,2,24.34
575344,137825,37702,2,7.52
614104,86076,12020,1,31.06
703484,86076,64132,4,768.28
496431,86076,22702,5,45.15
892861,86076,21487,5,73.85
110986,86076,48410,2,5.86
746363,86076,28132,5,48.0
464389,86076,48410,2,5.86
313214,86076,64132,3,576.21
764664,86076,10539,3,22.56
651428,547108,21487,5,73.85
722500,547108,74528,4,539.28
532029,593358,89443,2,35.06
616523,593358,31960,4,52.28
396869,593358,43313,2,43.92
531056,593358,10539,3,22.56
131624,988355,12020,4,124.24
652059,988355,87327,4,668.96
325379,988355,89443,5,87.65
454323,988355,10539,1,7.52
875752,36206,87521,3,469.14
731906,36206,94098,4,23.64
257825,36206,77976,5,148.25
981232,36206,91222,3,47.22
981970,36206,21487,4,59.08
527260,36206,565,1,1061.27
337299,36206,60016,4,37.28
499408,36206,8565,3,40.5
324563,584645,85663,5,41.85
428057,584645,68100,5,261.85
268547,584645,60016,2,18.64
719577,317604,10743,1,16.92
845451,317604,10539,3,22.56
125418,317604,28453,5,10.3
67999,317604,565,3,3183.81
798848,317604,10743,1,16.92
330922,317604,10539,1,7.52
192671,317604,16842,5,9.55
69689,708930,67419,5,10.65
978225,708930,89443,5,87.65
866320,708930,4245,1,14.27
619403,708930,54009,2,27.92
94782,69731,45871,5,60.85
689967,69731,565,1,1061.27
386243,69731,29611,5,2002.35
231150,69731,90475,5,46.5
456527,171953,74528,5,674.1
333629,171953,96317,1,12.28
106468,171953,78864,5,827.9
818797,171953,45871,2,24.34
805430,671078,45871,1,12.17
558153,671078,45871,1,12.17
488301,671078,64132,3,576.21
517176,671078,67419,1,2.13
857967,97001,60016,5,46.6
528680,97001,27096,5,81.45
867046,97001,50568,5,43.65
267416,97001,37702,3,11.28
904613,97001,91222,5,78.7
936518,740951,81552,3,8.76
954714,740951,48410,2,5.86
342180,740951,20181,3,65.79
256166,740951,28132,4,38.4
848473,740951,4245,1,14.27
254039,740951,87327,1,167.24
674520,740951,81552,5,14.6
251221,740951,27096,4,65.16
326476,740951,94885,1,16.14
549366,253712,21487,4,59.08
818081,253712,28132,3,28.8
666471,253712,81552,4,11.68
308941,253712,29611,4,1601.88
30547,253712,60016,5,46.6
270200,883843,16842,3,5.73
814360,883843,1330,1,5.2
67396,883843,60016,2,18.64
958779,883843,28132,5,48.0
501733,883843,85724,1,7.65
304054,883843,64132,2,384.14
863271,883843,28135,5,577.85
294529,357660,94885,3,48.42
777549,357660,64132,2,384.14
205629,357660,96317,3,36.84
88985,357660,85663,4,33.48
346304,357660,29611,2,800.94
443774,357660,64132,4,768.28
49174,939820,16842,3,5.73
320492,939820,70707,2,20.8
956006,912674,8565,2,27.0
479145,912674,8565,4,54.0
778141,912674,28132,2,19.2
733921,912674,45871,1,12.17
525397,912674,28132,2,19.2
763346,912674,85663,1,8.37
56676,584541,54009,3,41.88
48177,584541,87521,4,625.52
292988,584541,16395,3,43.59
1014,584541,81308,3,90.72
179452,584541,67419,2,4.26
177057,584541,85663,3,25.11
842320,584541,90475,4,37.2
9438,584541,8565,5,67.5
640274,584541,81308,2,60.48
108578,584541,48410,3,8.79
871218,514928,81308,4,120.96
258496,514928,90475,1,9.3
70173,514928,48410,2,5.86
466026,514928,31960,4,52.28
514906,738447,67419,5,10.65
518196,738447,10539,3,22.56
575497,738447,74528,4,539.28
