transaction_id,customer_id,product,category,price,discount,total_price,payment_method,transaction_date
80876f22-8f9b-4e21-960a-00cf0f8f60e1,4761,Product_155,Sports,357.79,83.84,273.95000000000005,PayPal,2024-02-29
fbc2fc6d-4695-4f1d-8a8a-52a204be1a5f,3041,Product_138,Fashion,389.63,4.48,385.15,PayPal,2024-07-18
6e46abdf-f799-4584-8feb-41118883969c,4056,Product_153,Home & Kitchen,353.31,85.31,268.0,Debit Card,2024-08-11
6acd2117-b1a1-4a3d-8312-49bf672042f4,21,Product_134,Sports,98.11,18.99,79.12,Debit Card,2025-02-14
a15d8b38-18fd-4fe4-9aed-bc5ed6109bcb,973,Product_71,Beauty,341.74,85.22,256.52,Bank Transfer,2024-10-25
eb04e85f-8e2f-46b3-b028-7cced71275d6,1512,Product_162,Electronics,56.19,3.28,52.91,Debit Card,2024-07-10
8756c0c0-36ce-4ba7-b8d4-1a2311012b5b,1071,Product_164,Beauty,195.86,22.23,173.63000000000002,Debit Card,2024-11-23
d7b20e4a-6ddd-4b68-a899-86a505eb96a9,4753,Product_198,Sports,50.94,10.66,40.28,PayPal,2024-10-22
d3ee456d-08a5-485a-97ac-2fe0f78b0d52,4869,Product_136,Toys,210.41,14.13,196.28,Credit Card,2024-08-16
a3c1b170-8850-430e-9dcf-b84d7c29e469,4088,Product_131,Fashion,260.16,29.04,231.12000000000003,Credit Card,2024-06-18
d4dc1fe8-17fd-48cf-aca5-6cedeabf752a,217,Product_41,Sports,315.02,12.13,302.89,Bank Transfer,2024-12-06
8be5241d-4d8b-46e2-8bbb-858edc0e8463,3827,Product_168,Home & Kitchen,322.58,94.48,228.09999999999997,Debit Card,2024-05-10
658becae-ac32-4331-becd-7f9cf7f2949b,4044,Product_183,Sports,309.07,91.87,217.2,PayPal,2024-07-25
d454cb38-24fc-45b0-bc70-31859910bc69,3766,Product_113,Fashion,302.27,79.53,222.73999999999998,Credit Card,2024-09-25
b0c7dd2b-2479-4194-9545-513e2b0cfb50,3896,Product_180,Sports,447.18,106.4,340.78,Credit Card,2025-02-17
7de2338d-86bb-4b08-b97c-8f1295fa03e5,1016,Product_134,Sports,196.21,38.16,158.05,Debit Card,2024-07-21
54710199-c15c-40f2-83ca-74b2beedef14,2987,Product_120,Beauty,401.14,113.52,287.62,Debit Card,2024-11-30
76fc691d-5474-42b5-baf4-edc21d5614f2,2538,Product_147,Toys,195.22,29.15,166.07,Debit Card,2024-12-14
ee10293c-3bfe-41ca-bd15-edcc48a9a703,4538,Product_28,Electronics,259.31,62.93,196.38,Credit Card,2024-11-27
887e54aa-d886-4982-b757-3881543df69a,2460,Product_136,Toys,389.73,65.29,324.44,Debit Card,2024-06-27
cb221953-0573-4982-99dc-f9ed2d135c8a,4364,Product_52,Fashion,212.08,33.88,178.20000000000002,PayPal,2025-01-04
0dd2dde3-5cb6-4c69-86b5-2d36b33db950,1784,Product_74,Books,281.41,6.74,274.67,Debit Card,2024-08-13
ea428e39-8204-44e2-ae5d-bcefa6c6432e,3651,Product_163,Toys,132.81,18.2,114.61,Bank Transfer,2025-01-07
5c172a59-1b91-41e6-a28f-2de771c2efc4,1682,Product_66,Home & Kitchen,415.03,94.65,320.38,Bank Transfer,2025-01-08
dd22e3d9-7e68-40e9-ac39-3e5631389ee6,4803,Product_106,Beauty,81.41,18.86,62.55,Debit Card,2024-12-26
a1197656-a281-45ee-ae9d-0d87cc1a0d4b,56,Product_134,Sports,449.05,25.9,423.15000000000003,PayPal,2024-05-04
1f091ef5-a0fd-4d6c-9ee2-e83b587c4757,4155,Product_179,Toys,233.51,13.41,220.1,Debit Card,2024-11-06
a763b362-efe8-4ebf-a6a4-53bc5d78efd4,1676,Product_107,Home & Kitchen,329.22,71.15,258.07000000000005,Credit Card,2024-09-21
f6716797-6ea8-4089-8272-09dcc63388e4,4538,Product_55,Books,158.92,35.21,123.70999999999998,Credit Card,2024-11-25
bd398c6a-6eed-4e1b-93c2-2ce2d6da910d,2923,Product_45,Electronics,226.13,35.51,190.62,Credit Card,2024-05-24
525110b7-b2d6-40fe-b012-299a99e6c79c,4525,Product_54,Home & Kitchen,312.46,44.17,268.28999999999996,Debit Card,2025-01-10
c2840b1f-099b-4f8b-964e-01ef3482f07c,3860,Product_73,Electronics,344.21,43.69,300.52,PayPal,2024-04-17
956507cc-0bec-4abc-af20-bdd8353d935e,451,Product_123,Books,116.35,4.62,111.72999999999999,PayPal,2025-02-05
d596c2b9-458a-4291-a40d-10f5fe5e7e5b,4658,Product_31,Home & Kitchen,416.89,91.15,325.74,Credit Card,2024-11-16
b79db6a4-893a-48dc-9744-240e2064a5b4,3936,Product_98,Sports,110.67,0.1,110.57000000000001,Bank Transfer,2024-08-23
70d45e1c-4480-42a8-b26e-2c415a2ee870,4993,Product_35,Home & Kitchen,79.69,3.68,76.00999999999999,Credit Card,2024-10-15
7f91e647-fa57-4ab3-9a02-d4c65b15a3af,3229,Product_132,Electronics,476.86,66.12,410.74,Credit Card,2025-01-29
8da7e8c1-dbd2-4194-8ae0-22b2832bf5cd,2453,Product_1,Beauty,146.15,5.95,140.20000000000002,Credit Card,2024-07-14
6b718bcb-eb1c-410a-907b-287a4300b7db,2726,Product_115,Electronics,346.9,44.82,302.08,Debit Card,2025-01-18
40b8bd38-8f29-412f-9f85-6306ecf03500,3924,Product_179,Toys,55.63,6.15,49.480000000000004,PayPal,2024-05-06
7f308884-8ae9-41b2-a366-b302fbcb257f,541,Product_159,Sports,436.24,78.03,358.21000000000004,PayPal,2024-05-08
0813c881-75b0-4f4f-bee2-270c932e6a95,2631,Product_143,Electronics,464.78,64.59,400.18999999999994,Bank Transfer,2024-12-31
3a5dc4bf-4ab2-4a7b-a700-eabcea272221,2656,Product_122,Home & Kitchen,242.34,54.49,187.85,Credit Card,2024-10-06
df6338ac-a0ec-44f7-91ae-faa4847d07ba,1830,Product_67,Beauty,276.83,66.55,210.27999999999997,Bank Transfer,2024-02-27
d8bb29a4-eeb4-4c23-b642-d20aec580bfc,1790,Product_141,Beauty,41.61,11.92,29.689999999999998,Debit Card,2024-08-04
c626e910-ce54-4ae1-8b90-ddc9fa622765,3652,Product_92,Books,146.37,0.65,145.72,Credit Card,2024-08-27
156dc232-062a-4776-886f-8bd95f15258c,1724,Product_167,Toys,144.47,37.93,106.53999999999999,Credit Card,2024-09-19
3cdd351f-bc77-40f4-95da-566b5fb5d399,1118,Product_35,Home & Kitchen,53.28,4.25,49.03,Credit Card,2024-07-12
8f3ab3be-4979-439a-8341-bec5b0b24570,552,Product_37,Home & Kitchen,65.34,4.18,61.160000000000004,PayPal,2024-03-11
23a675e7-a6ae-4252-8697-317d05892271,4897,Product_3,Sports,407.07,100.28,306.78999999999996,Credit Card,2024-11-02
9982b9ee-1ce2-4b19-beb4-b064beab2e03,4210,Product_118,Beauty,257.09,69.51,187.57999999999998,Bank Transfer,2024-10-14
735e6d9b-9abb-45dd-8ad3-47873e6600f0,3807,Product_116,Beauty,276.67,39.66,237.01000000000002,Debit Card,2025-01-28
d8e3a91f-72bc-41f1-8159-1b665ba95ac0,2768,Product_89,Electronics,241.82,72.13,169.69,Credit Card,2025-02-01
8a08fa08-5314-419f-85be-fd82393b1f13,392,Product_13,Electronics,20.7,0.26,20.439999999999998,Debit Card,2024-07-01
fe556bb1-30c8-4f7e-80b9-d6c1f3347dc2,2088,Product_177,Fashion,89.58,17.09,72.49,PayPal,2024-10-23
4d0362db-2651-4805-b479-f5199045a989,590,Product_169,Electronics,412.0,23.68,388.32,Bank Transfer,2024-03-29
3b2d1154-195d-4540-b8ca-08dddc164829,1074,Product_184,Home & Kitchen,492.47,24.48,467.99,Debit Card,2024-07-22
d78f5576-470c-43f8-8b9f-c3b1809d0c59,4225,Product_83,Sports,311.04,72.59,238.45000000000002,Debit Card,2024-12-25
1783eef0-9d82-45e4-aff4-5d9ed56a205b,2762,Product_52,Fashion,72.06,11.87,60.190000000000005,Credit Card,2024-06-15
79dae09e-95c4-4cc2-9db0-4b82e989e4a9,776,Product_173,Fashion,310.64,61.6,249.04,PayPal,2024-10-11
f4613705-963a-4ee1-8a99-caa4105318c9,459,Product_126,Electronics,403.69,67.83,335.86,Bank Transfer,2025-02-04
d0a8cecc-78f9-49e1-91b1-a2f2c5abb80f,4540,Product_69,Fashion,291.86,14.02,277.84000000000003,Debit Card,2024-06-05
da8108d8-b0d4-4b4f-beb0-00e8127199fd,4675,Product_56,Electronics,150.35,13.56,136.79,Bank Transfer,2024-11-19
c738e700-8bd8-4f76-a8cd-c895f2ebc6d4,1254,Product_65,Beauty,209.92,15.89,194.02999999999997,Debit Card,2025-02-24
6fa1dbc2-d450-4709-9d31-8ae2f0d85120,948,Product_153,Home & Kitchen,249.69,58.92,190.76999999999998,PayPal,2024-11-20
6cde9572-bc3b-469e-9c55-6af306cc9305,2537,Product_125,Fashion,487.22,40.79,446.43,Debit Card,2025-01-16
51c11831-6727-4683-90d7-587d2dd9af81,4071,Product_33,Books,148.65,35.77,112.88,Debit Card,2024-09-01
d355f8bb-ee62-4521-93e2-9fae3dd3107b,95,Product_188,Electronics,376.94,89.84,287.1,Bank Transfer,2024-10-31
a55c267b-e585-44a0-a1c3-06b2c37e3cf8,476,Product_116,Beauty,120.72,11.36,109.36,Bank Transfer,2024-08-18
2c699736-4043-4024-bc59-c709dff5d3d1,3780,Product_144,Electronics,180.69,52.8,127.89,Bank Transfer,2024-05-09
ff3a6a9f-2473-44e0-9ca3-acfca54d38ee,3927,Product_17,Fashion,329.94,25.81,304.13,PayPal,2024-04-18
9e5acdd2-f330-454c-abe7-492e82019eb1,906,Product_134,Sports,222.96,25.81,197.15,Debit Card,2024-06-21
2ae5c73c-5733-4265-8a50-c235588c61ac,491,Product_183,Sports,71.52,9.82,61.699999999999996,Bank Transfer,2025-01-30
13713c9d-8dbb-41b7-93b2-29613536006a,1849,Product_100,Fashion,25.31,1.99,23.32,PayPal,2024-10-29
11c8937c-85b0-4640-a61f-9402bb678e30,3271,Product_185,Electronics,147.39,35.21,112.17999999999998,Debit Card,2024-06-29
c41f2bc1-ba0d-45eb-8c9c-6f77bb53b452,2217,Product_129,Home & Kitchen,93.17,23.84,69.33,Credit Card,2025-01-19
49ad27b0-ab31-4b8c-bdb8-2bf0c5169487,521,Product_106,Beauty,57.94,8.39,49.55,Debit Card,2024-06-06
cfeecbe9-be43-4a66-9032-5443fcaef4df,2112,Product_42,Books,214.41,15.86,198.55,PayPal,2024-05-06
5b57ac86-c0c3-430a-9865-46dd075a060b,1642,Product_133,Beauty,245.04,23.84,221.2,Bank Transfer,2024-05-22
9923f433-1ee8-4018-bebd-e07b7ec1a3b8,3600,Product_177,Fashion,113.22,25.21,88.00999999999999,Debit Card,2024-11-20
304619d2-efd8-45e3-a9f5-1b0beb058077,1997,Product_182,Beauty,438.76,92.01,346.75,PayPal,2024-12-14
4429fa6d-6421-4a2b-a458-cfbd7986fda7,3016,Product_47,Beauty,344.88,19.1,325.78,Debit Card,2024-11-07
49f1c534-7c2a-4607-862e-b4096d48f94b,4666,Product_10,Books,379.58,10.1,369.47999999999996,PayPal,2024-08-02
57cb4726-529b-47ac-866f-74cde9aec735,960,Product_185,Electronics,144.5,13.52,130.98,Bank Transfer,2024-12-04
834fafe0-912b-4426-bac5-567c07088b43,1286,Product_61,Sports,92.39,4.02,88.37,Debit Card,2024-09-20
d07f8767-efb6-441d-9ec9-168619b66252,1272,Product_138,Fashion,389.02,8.51,380.51,Bank Transfer,2024-12-16
3d16650e-27ac-431d-9e26-833bbb6a4480,3535,Product_145,Home & Kitchen,200.06,5.38,194.68,Debit Card,2024-10-20
0849349d-0e80-42f3-9a1f-90abd41ba667,889,Product_57,Beauty,161.83,29.23,132.60000000000002,Credit Card,2025-01-30
e1a4c21f-9f9d-4228-bcd6-7fe0ff7c91c7,4816,Product_32,Home & Kitchen,32.66,3.71,28.949999999999996,Credit Card,2024-07-08
69d7e562-2a4f-4186-8e90-17285e94fe36,3784,Product_68,Electronics,430.45,1.29,429.15999999999997,Debit Card,2024-06-16
e56c9e61-8cd5-4216-a602-1b1afa7248d1,4406,Product_104,Books,480.03,49.74,430.28999999999996,Credit Card,2024-09-06
44f4cd00-c1f1-4851-81fb-971a7f086a44,2786,Product_76,Books,131.33,8.75,122.58000000000001,Bank Transfer,2024-06-01
2e2af0bd-7c1d-4002-8923-a7788ca8a3f0,4309,Product_76,Books,72.25,17.84,54.41,Bank Transfer,2024-12-03
4d5bcead-d28b-4b5d-b728-0cf8a9b7db53,4877,Product_58,Toys,411.17,26.28,384.89,Bank Transfer,2025-02-07
3efa83e8-7fe4-43df-ae87-125f4edcf342,93,Product_75,Home & Kitchen,467.27,88.49,378.78,Debit Card,2024-04-13
94f4a96c-7798-4d4f-95cc-51e466de9154,1441,Product_129,Home & Kitchen,287.32,83.14,204.18,Credit Card,2024-04-21
7a77dd23-6c84-4fc3-86c7-90ce332a4d6f,842,Product_96,Fashion,137.59,3.84,133.75,Bank Transfer,2024-10-01
2db5c765-3c8b-4a0b-b0f1-199c3dec710b,2359,Product_191,Beauty,373.1,110.84,262.26,Credit Card,2024-08-08
36a42a14-434a-4091-8b17-1f0a044944ed,2619,Product_79,Toys,97.04,11.93,85.11000000000001,Debit Card,2024-11-29
2c7c599a-914d-4a97-a9f5-bf5e9218811c,1583,Product_78,Sports,495.57,3.06,492.51,Debit Card,2024-10-13
57617865-0c85-4f1d-9456-7f04c38151d7,2097,Product_47,Beauty,110.48,19.05,91.43,PayPal,2024-08-13
43b7b1c5-f35c-46e7-a5de-9da487832053,4255,Product_49,Beauty,148.89,13.71,135.17999999999998,PayPal,2024-07-08
2a038ae4-14a4-4a6c-a0e4-db86fc519966,1820,Product_27,Home & Kitchen,316.13,49.45,266.68,Credit Card,2024-05-17
54904774-b341-47ff-ac4e-c43c6f5902ec,4635,Product_156,Beauty,153.71,39.36,114.35000000000001,Debit Card,2024-11-20
769b6fd2-8bef-4c8a-b120-45de651ae17b,3556,Product_70,Sports,264.95,74.71,190.24,Credit Card,2024-10-17
129ba721-4b15-438e-be9c-7b24f478f753,2569,Product_73,Electronics,350.51,76.15,274.36,Bank Transfer,2025-01-27
4b1d204d-fb0d-458a-b411-1c5a032f85b9,3440,Product_50,Books,45.32,10.13,35.19,Credit Card,2024-05-22
775d5538-a590-4414-a313-ad8887cb67fc,1807,Product_110,Fashion,37.57,4.71,32.86,PayPal,2024-07-31
fb35b183-38cf-4405-9c74-2cc849cc4efc,4315,Product_152,Beauty,392.16,89.39,302.77000000000004,PayPal,2024-12-27
5d62bcf5-fa75-4713-9c5a-bc561c40e9d0,2472,Product_66,Home & Kitchen,427.52,79.49,348.03,PayPal,2025-01-07
a5095960-91c1-47e2-8389-5946b1963320,1904,Product_91,Fashion,134.07,21.57,112.5,Debit Card,2024-07-05
8c4670c1-3c25-4d62-bcb4-80629c740794,4056,Product_7,Fashion,367.43,21.39,346.04,Bank Transfer,2024-11-17
f25dc599-7aaf-41b1-8101-22d04f3b7fc2,3371,Product_68,Electronics,490.14,17.5,472.64,PayPal,2025-02-12
b26ea799-ee43-42ac-b34a-b51d711e66d4,3981,Product_189,Books,230.16,22.2,207.96,Bank Transfer,2024-04-04
f0edf689-e86a-427a-89e7-28b32ceb0373,2125,Product_175,Books,246.41,60.69,185.72,Bank Transfer,2024-06-01
cac16e5d-7269-40eb-a502-1261e11ae5d4,2090,Product_15,Fashion,492.76,86.93,405.83,PayPal,2024-08-11
e52639c3-ef73-4ec8-b6b3-00c3b738776c,4820,Product_64,Electronics,223.91,65.96,157.95,Credit Card,2024-07-06
a071616a-d534-4bc3-a3f6-df9f9b0d8bc0,507,Product_141,Beauty,497.11,101.11,396.0,Credit Card,2024-12-25
bb9c8c84-52a3-4319-8270-b9b7f7131a22,3092,Product_152,Beauty,221.9,19.8,202.1,PayPal,2024-11-12
3a8ba0b5-936b-4827-b45e-39ce2481a33e,1022,Product_200,Electronics,42.77,6.84,35.93000000000001,Debit Card,2025-01-29
084d6d07-de3d-4699-bf51-fb708e109517,2246,Product_194,Electronics,293.26,46.96,246.29999999999998,Debit Card,2024-04-15
15b6ef47-25d3-4d7a-a8f7-e977987a9f07,1983,Product_172,Sports,89.8,4.39,85.41,Bank Transfer,2024-04-17
f1eb0a4a-e395-419f-8c37-87766544f377,2445,Product_142,Sports,329.93,50.85,279.08,Debit Card,2024-08-16
6e8b633f-391a-4bcb-80e2-cb077e3d313a,1130,Product_63,Beauty,281.89,24.44,257.45,Debit Card,2024-09-03
3ef3ebee-dd83-45ee-98fa-11c0b2bed1dd,2932,Product_64,Electronics,238.37,34.55,203.82,Credit Card,2024-05-02
9dbfb727-a5ef-40c9-94e1-a19f1170a3f6,3345,Product_162,Electronics,352.34,30.8,321.53999999999996,Debit Card,2024-09-08
86bfa025-44ba-4e16-a72b-ed63c4fe6ab2,2763,Product_167,Toys,394.63,57.57,337.06,Debit Card,2024-03-02
11b40ee7-e255-42e6-9c4d-6889e3ab3079,1340,Product_112,Home & Kitchen,247.61,9.95,237.66000000000003,Debit Card,2024-06-05
481b4a6c-e129-46e2-ba1f-56efb3a3d25b,2890,Product_155,Sports,451.46,95.33,356.13,PayPal,2024-06-25
5fb7a73b-e8ac-4116-a573-bfff2c328df9,1792,Product_36,Home & Kitchen,73.24,4.68,68.56,Debit Card,2024-12-03
1fa0a6ed-3134-490d-b906-f53a84d0ecea,1903,Product_132,Electronics,26.39,7.77,18.62,Bank Transfer,2025-02-18
66a98585-58a2-40c8-a8cb-fb5df63a6458,3922,Product_149,Toys,352.07,48.61,303.46,Credit Card,2024-09-26
7095333b-a967-4020-af7d-af41a07f1e32,3367,Product_141,Beauty,155.83,32.39,123.44000000000001,Debit Card,2024-03-07
7d4c685a-7467-41d6-b003-59f5039e39ea,3335,Product_55,Books,21.32,0.8,20.52,Credit Card,2024-02-27
40923419-94b7-4b8f-8ab3-835aa7749e17,2659,Product_35,Home & Kitchen,367.48,72.72,294.76,Bank Transfer,2024-12-23
c8ac4718-eb76-4f63-8a09-d303b6d708bd,4,Product_29,Electronics,30.15,6.9,23.25,Debit Card,2024-08-15
eff1ae41-b377-4ba1-9261-340bb0caa542,1450,Product_171,Books,392.56,50.55,342.01,Bank Transfer,2024-02-29
e9a026c3-8d4d-4f8e-8abb-41711a512c0e,1616,Product_44,Electronics,384.48,93.3,291.18,Bank Transfer,2024-05-05
561c39e7-d524-47b5-918a-548b8867ded8,494,Product_62,Electronics,69.1,10.71,58.38999999999999,Debit Card,2024-11-14
57efb60e-d5c1-4ec7-bc76-73bc977b8256,4054,Product_108,Home & Kitchen,204.82,49.13,155.69,PayPal,2024-06-26
1fb1a0b7-fc76-4571-b6dd-1abff2b56da1,1324,Product_130,Toys,366.99,90.9,276.09000000000003,Bank Transfer,2024-03-26
6bf35b8a-9be7-4d8d-a1e2-08e7f62084a2,4339,Product_11,Beauty,229.92,5.34,224.57999999999998,Credit Card,2024-07-24
07f5141e-1b77-499e-8437-f48f01ee6204,2375,Product_39,Beauty,478.19,30.81,447.38,Bank Transfer,2024-09-07
aa24e045-58d4-448e-8b97-82e09f4c4c89,3944,Product_38,Beauty,281.63,9.29,272.34,Credit Card,2025-01-01
e1a86f98-2fcb-4146-9fa0-ea9fea565379,171,Product_121,Toys,284.4,56.94,227.45999999999998,PayPal,2024-06-15
d6df07a0-168b-468d-a61e-0343ccd540e7,994,Product_20,Books,338.95,72.81,266.14,Bank Transfer,2024-05-19
0b7eebe1-5d17-4d77-9024-62766f98ba6b,4841,Product_174,Beauty,185.51,13.48,172.03,Bank Transfer,2024-10-03
b56d6ffb-3dc8-4e21-b483-0fc2af61bbc7,4475,Product_52,Fashion,125.15,9.94,115.21000000000001,Bank Transfer,2024-06-13
ac4f44fa-1bb1-4f4d-8ce5-5ad7761dead8,955,Product_113,Fashion,47.78,4.62,43.160000000000004,Credit Card,2024-03-01
6007ad50-b468-4ab6-bda1-7a15560de86a,2288,Product_172,Sports,46.99,6.28,40.71,PayPal,2025-01-03
5235d5c7-e092-4ba0-b688-3b15dc8e4d00,352,Product_63,Beauty,407.59,85.65,321.93999999999994,Bank Transfer,2024-12-20
a4c066cb-08ef-48cb-908a-5dc6f0176604,4453,Product_42,Books,37.45,2.72,34.730000000000004,Debit Card,2024-11-09
